Household_ID,Region,Households_Type,Race,nPeople,nChildren,nOld,Males,Females,Income,PubTrans
24036,28,HW,Hispanic,3,1,0,2,1,NO,No
24037,51,R,White,4,0,0,3,1,NO,No
24038,9,AL_O,White,1,0,0,1,0,NO,Yes
24039,55,HW,White,4,2,0,3,1,NO,No
24040,2,A,Asian,1,0,0,0,1,POV,No
24041,3,AL_O,White,1,0,0,1,0,NO,No
24042,58,HW_O,White,2,0,2,0,2,NO,No
24043,15,AL_O,White,1,0,0,1,0,POV,No
24044,3,R,White,6,0,0,1,5,NO,No
24045,59,SP,White,4,3,0,1,3,NO,No
24046,38,HW,White,3,1,0,1,2,NO,No
24047,70,R,Asian,4,0,0,1,3,POV,No
24048,47,A,Hispanic,1,0,0,0,1,POV,No
24049,62,R,Hispanic,6,0,0,3,3,NO,No
24050,70,A,White,1,0,0,1,0,NO,No
24051,19,HW,Black,3,1,0,1,2,NO,No
24052,46,A,White,1,0,0,1,0,NO,No
24053,16,SP,Asian,2,1,0,0,2,POV,No
24054,27,AL_O,Black,1,0,0,0,1,NO,No
24055,4,AL_O,White,1,0,0,1,0,NO,No
24056,11,A,Asian,1,0,0,1,0,NO,Yes
24057,18,R,White,4,0,0,0,4,POV,No
24058,1,AL_O,White,1,0,0,1,0,NO,No
24059,60,R,White,6,0,0,4,2,NO,Yes
24060,46,A,White,1,0,0,1,0,POV,No
24061,61,R,Hispanic,5,0,0,3,2,NO,No
24062,69,SP,White,2,1,0,0,2,POV,No
24063,53,AL_O,White,1,0,0,0,1,NO,No
24064,30,HW,Black,5,3,0,2,3,NO,No
24065,37,R,White,2,0,0,0,2,NO,No
24066,9,HW,Black,3,1,0,2,1,POV,No
24067,16,A,White,1,0,0,1,0,NO,No
24068,1,HW_O,White,2,0,2,1,1,NO,No
24069,22,SP,White,2,1,0,1,1,NO,No
24070,15,SP,White,3,2,0,2,1,POV,No
24071,18,HW_O,White,2,0,2,2,0,POV,No
24072,19,SP,Black,4,3,0,4,0,NO,No
24073,13,R,White,3,0,0,1,2,POV,No
24074,60,HW,White,5,3,0,2,3,NO,No
24075,29,A,White,1,0,0,0,1,NO,No
24076,60,SP,Hispanic,2,1,0,1,1,POV,Yes
24077,13,SP,White,3,2,0,3,0,NO,No
24078,53,AL_O,White,1,0,0,0,1,NO,No
24079,70,R,White,6,0,0,4,2,NO,No
24080,39,HW,White,4,2,0,1,3,NO,No
24081,58,A,Hispanic,1,0,0,0,1,NO,No
24082,8,AL_O,White,1,0,0,0,1,NO,No
24083,28,A,Hispanic,1,0,0,1,0,POV,No
24084,56,HW,White,4,2,0,3,1,NO,No
24085,18,HW,White,3,1,0,2,1,POV,No
24086,55,AL_O,Hispanic,1,0,0,1,0,NO,No
24087,48,HW,White,5,3,0,2,3,NO,No
24088,1,HW_O,White,2,0,2,2,0,POV,No
24089,47,AL_O,White,1,0,0,1,0,NO,No
24090,30,Fam_O,White,3,0,1,1,2,POV,No
24091,23,A,White,1,0,0,1,0,NO,No
24092,4,SP,White,3,2,0,2,1,NO,No
24093,60,A,White,1,0,0,0,1,POV,No
24094,20,A,White,1,0,0,0,1,NO,No
24095,30,HW_O,Hispanic,2,0,2,1,1,NO,No
24096,65,R,White,5,0,0,5,0,NO,No
24097,56,SP,Hispanic,4,3,0,1,3,NO,No
24098,29,HW_O,White,2,0,2,1,1,NO,No
24099,65,R,White,6,0,0,3,3,NO,No
24100,42,SP,White,2,1,0,1,1,POV,No
24101,37,HW,White,4,2,0,3,1,POV,No
24102,60,AL_O,White,1,0,0,1,0,NO,No
24103,62,A,White,1,0,0,1,0,NO,No
24104,36,HW_O,White,2,0,2,1,1,POV,No
24105,12,AL_O,Multirace,1,0,0,0,1,NO,No
24106,29,HW,White,4,2,0,2,2,NO,No
24107,58,HW_O,White,2,0,2,1,1,NO,No
24108,27,A,White,1,0,0,1,0,POV,No
24109,9,A,White,1,0,0,0,1,POV,No
24110,14,HW,Asian,3,1,0,2,1,POV,No
24111,45,AL_O,White,1,0,0,0,1,POV,No
24112,1,R,White,4,0,0,4,0,NO,No
24113,58,HW,Hispanic,4,2,0,2,2,NO,No
24114,33,SP,White,3,2,0,0,3,NO,Yes
24115,67,HW_O,Hispanic,2,0,2,1,1,NO,No
24116,44,HW_O,Hispanic,2,0,2,1,1,NO,No
24117,66,A,White,1,0,0,0,1,POV,No
24118,53,AL_O,White,1,0,0,1,0,NO,No
24119,42,HW_O,White,2,0,2,2,0,POV,No
24120,66,HW_O,White,2,0,2,0,2,NO,No
24121,21,SP,White,4,3,0,2,2,NO,No
24122,3,A,White,1,0,0,1,0,NO,No
24123,1,SP,White,2,1,0,0,2,NO,Yes
24124,34,AL_O,White,1,0,0,0,1,NO,No
24125,20,HW,White,3,1,0,1,2,POV,No
24126,66,A,White,1,0,0,0,1,NO,No
24127,18,HW,White,3,1,0,1,2,NO,No
24128,60,SP,Hispanic,3,2,0,3,0,NO,No
24129,70,HW_O,White,2,0,2,2,0,NO,No
24130,53,A,White,1,0,0,1,0,NO,No
24131,34,SP,White,3,2,0,2,1,NO,No
24132,57,A,White,1,0,0,0,1,NO,No
24133,67,R,Hispanic,3,0,0,2,1,NO,No
24134,8,HW,White,3,1,0,1,2,NO,No
24135,70,R,White,2,0,0,1,1,NO,No
24136,25,HW,White,4,2,0,1,3,NO,No
24137,60,A,Hispanic,1,0,0,0,1,POV,Yes
24138,65,Fam_O,White,3,0,1,1,2,NO,No
24139,55,HW,White,5,3,0,2,3,NO,No
24140,57,HW,Hispanic,4,2,0,1,3,NO,No
24141,46,HW_O,White,2,0,2,1,1,NO,No
24142,4,A,White,1,0,0,0,1,NO,No
24143,14,AL_O,White,1,0,0,0,1,POV,No
24144,50,HW,White,3,1,0,2,1,NO,No
24145,40,A,White,1,0,0,0,1,NO,No
24146,60,HW,White,3,1,0,2,1,NO,No
24147,45,SP,White,3,2,0,2,1,NO,No
24148,8,A,Black,1,0,0,1,0,NO,No
24149,1,HW,Multirace,4,2,0,3,1,NO,No
24150,13,SP,White,3,2,0,1,2,NO,No
24151,2,HW,White,6,4,0,4,2,NO,No
24152,22,SP,White,4,3,0,4,0,NO,No
24153,53,HW,Black,3,1,0,2,1,NO,No
24154,56,SP,White,3,2,0,3,0,NO,No
24155,9,HW_O,White,2,0,2,2,0,NO,Yes
24156,67,A,White,1,0,0,1,0,NO,No
24157,19,A,Black,1,0,0,0,1,NO,No
24158,13,AL_O,White,1,0,0,0,1,NO,No
24159,49,AL_O,White,1,0,0,1,0,NO,No
24160,29,SP,White,2,1,0,2,0,NO,No
24161,50,HW_O,Black,2,0,2,2,0,NO,No
24162,18,AL_O,White,1,0,0,1,0,POV,No
24163,59,AL_O,White,1,0,0,0,1,NO,No
24164,64,HW,White,3,1,0,2,1,POV,No
24165,64,HW_O,White,2,0,2,1,1,NO,No
24166,36,HW_O,White,2,0,2,2,0,NO,No
24167,4,HW_O,White,2,0,2,1,1,NO,No
24168,59,AL_O,White,1,0,0,1,0,NO,No
24169,3,A,White,1,0,0,0,1,NO,No
24170,61,HW,White,4,2,0,3,1,NO,No
24171,15,HW,White,5,3,0,4,1,POV,No
24172,15,HW,Asian,5,3,0,2,3,POV,No
24173,6,HW_O,Black,2,0,2,0,2,NO,No
24174,53,R,White,6,0,0,1,5,NO,No
24175,25,SP,White,2,1,0,0,2,NO,No
24176,1,HW_O,White,2,0,2,1,1,NO,No
24177,33,AL_O,Black,1,0,0,0,1,POV,No
24178,3,HW,Asian,3,1,0,2,1,NO,No
24179,21,AL_O,White,1,0,0,0,1,NO,No
24180,68,A,White,1,0,0,1,0,NO,No
24181,17,HW_O,Asian,2,0,2,1,1,NO,No
24182,51,HW,White,4,2,0,2,2,NO,No
24183,60,SP,White,5,4,0,3,2,NO,No
24184,16,HW,White,3,1,0,1,2,POV,No
24185,1,SP,White,2,1,0,1,1,NO,No
24186,28,A,White,1,0,0,1,0,NO,No
24187,69,HW,Asian,3,1,0,1,2,NO,No
24188,59,HW,White,3,1,0,2,1,NO,No
24189,30,HW_O,Hispanic,2,0,2,2,0,NO,No
24190,61,A,White,1,0,0,0,1,NO,No
24191,48,SP,White,4,3,0,2,2,NO,No
24192,22,HW,White,4,2,0,2,2,NO,No
24193,67,SP,White,3,2,0,1,2,NO,Yes
24194,18,HW,White,4,2,0,1,3,POV,Yes
24195,7,SP,Hispanic,2,1,0,1,1,NO,No
24196,37,AL_O,White,1,0,0,0,1,NO,No
24197,7,HW,White,4,2,0,2,2,NO,No
24198,13,SP,White,2,1,0,0,2,NO,Yes
24199,39,HW,White,4,2,0,3,1,NO,No
24200,61,A,White,1,0,0,0,1,NO,No
24201,56,SP,White,3,2,0,0,3,NO,No
24202,40,HW,White,3,1,0,1,2,NO,No
24203,18,HW,White,4,2,0,1,3,POV,No
24204,10,HW,Multirace,3,1,0,1,2,NO,No
24205,63,HW,Black,3,1,0,2,1,NO,No
24206,16,SP,White,2,1,0,2,0,NO,No
24207,37,R,White,4,0,0,2,2,NO,No
24208,30,HW,White,3,1,0,2,1,POV,No
24209,63,A,Black,1,0,0,1,0,POV,No
24210,6,AL_O,White,1,0,0,1,0,POV,No
24211,60,SP,Hispanic,3,2,0,1,2,NO,No
24212,65,A,White,1,0,0,0,1,NO,No
24213,47,SP,White,3,2,0,2,1,NO,No
24214,49,HW_O,Black,2,0,2,1,1,NO,No
24215,2,HW_O,White,2,0,2,0,2,NO,No
24216,25,HW,White,6,4,0,3,3,NO,No
24217,18,HW,White,3,1,0,1,2,POV,No
24218,69,A,White,1,0,0,0,1,NO,No
24219,60,A,White,1,0,0,1,0,NO,No
24220,60,AL_O,Hispanic,1,0,0,0,1,NO,No
24221,65,R,White,5,0,0,3,2,NO,No
24222,18,AL_O,White,1,0,0,1,0,POV,No
24223,39,A,White,1,0,0,0,1,NO,No
24224,27,A,Black,1,0,0,0,1,POV,No
24225,2,R,White,2,0,0,1,1,NO,No
24226,66,HW_O,Hispanic,2,0,2,2,0,NO,No
24227,44,Fam_O,Multirace,3,0,1,2,1,NO,No
24228,1,SP,White,5,4,0,2,3,NO,No
24229,3,HW,White,3,1,0,1,2,NO,No
24230,2,A,White,1,0,0,0,1,NO,No
24231,6,A,White,1,0,0,0,1,POV,No
24232,3,HW,White,3,1,0,2,1,NO,No
24233,3,R,White,3,0,0,1,2,NO,No
24234,42,HW_O,White,2,0,2,2,0,NO,No
24235,45,R,White,2,0,0,2,0,NO,No
24236,21,SP,White,3,2,0,1,2,NO,No
24237,24,A,White,1,0,0,0,1,NO,No
24238,70,AL_O,White,1,0,0,0,1,NO,No
24239,18,A,White,1,0,0,1,0,POV,Yes
24240,26,HW,White,3,1,0,2,1,NO,No
24241,27,R,White,5,0,0,3,2,NO,Yes
24242,28,HW_O,White,2,0,2,2,0,NO,No
24243,8,A,White,1,0,0,1,0,NO,No
24244,63,HW_O,Black,2,0,2,1,1,POV,No
24245,14,A,White,1,0,0,0,1,POV,No
24246,18,AL_O,White,1,0,0,0,1,POV,No
24247,20,HW_O,White,2,0,2,1,1,NO,No
24248,63,A,White,1,0,0,1,0,NO,No
24249,2,R,White,6,0,0,3,3,NO,No
24250,21,R,White,2,0,0,1,1,NO,No
24251,61,Fam_O,White,3,0,1,1,2,NO,No
24252,70,HW_O,White,2,0,2,1,1,NO,No
24253,70,R,Asian,3,0,0,0,3,POV,No
24254,11,A,White,1,0,0,0,1,NO,Yes
24255,36,A,White,1,0,0,1,0,NO,No
24256,51,AL_O,White,1,0,0,1,0,NO,No
24257,13,A,Asian,1,0,0,1,0,NO,No
24258,66,A,White,1,0,0,0,1,NO,No
24259,13,SP,White,3,2,0,1,2,NO,No
24260,16,SP,Asian,3,2,0,0,3,POV,No
24261,21,AL_O,White,1,0,0,0,1,NO,No
24262,55,A,White,1,0,0,0,1,NO,No
24263,46,HW_O,White,2,0,2,0,2,NO,No
24264,40,AL_O,White,1,0,0,1,0,NO,No
24265,14,A,Black,1,0,0,1,0,NO,No
24266,6,SP,White,2,1,0,2,0,NO,No
24267,38,R,White,4,0,0,3,1,NO,No
24268,69,HW,White,5,3,0,3,2,NO,No
24269,1,A,White,1,0,0,1,0,NO,No
24270,14,SP,White,3,2,0,1,2,NO,No
24271,51,SP,White,4,3,0,3,1,NO,No
24272,70,HW,White,4,2,0,1,3,NO,No
24273,53,AL_O,White,1,0,0,0,1,NO,No
24274,67,A,Hispanic,1,0,0,1,0,NO,No
24275,63,HW,Black,3,1,0,2,1,NO,No
24276,63,A,White,1,0,0,1,0,NO,No
24277,55,HW_O,Hispanic,2,0,2,1,1,NO,No
24278,53,SP,White,3,2,0,1,2,NO,No
24279,61,HW,White,4,2,0,1,3,NO,No
24280,43,SP,White,3,2,0,2,1,NO,No
24281,66,HW,Asian,3,1,0,1,2,NO,No
24282,13,A,White,1,0,0,0,1,POV,No
24283,32,SP,White,3,2,0,2,1,POV,No
24284,56,R,Hispanic,6,0,0,4,2,POV,No
24285,3,AL_O,White,1,0,0,0,1,NO,No
24286,12,SP,White,2,1,0,0,2,NO,No
24287,69,AL_O,White,1,0,0,0,1,POV,No
24288,16,SP,White,4,3,0,3,1,POV,No
24289,14,HW,Asian,3,1,0,2,1,NO,No
24290,66,SP,White,5,4,0,2,3,NO,No
24291,67,A,White,1,0,0,0,1,NO,No
24292,3,HW,White,3,1,0,2,1,NO,No
24293,69,A,White,1,0,0,1,0,POV,No
24294,60,HW,White,3,1,0,1,2,NO,No
24295,67,HW,Hispanic,5,3,0,3,2,NO,No
24296,70,AL_O,White,1,0,0,0,1,NO,No
24297,60,A,White,1,0,0,0,1,POV,No
24298,69,HW,White,3,1,0,1,2,POV,No
24299,59,SP,White,3,2,0,2,1,NO,No
24300,16,HW_O,Asian,2,0,2,0,2,POV,Yes
24301,59,HW_O,White,2,0,2,0,2,NO,No
24302,45,A,Hispanic,1,0,0,0,1,NO,No
24303,2,HW,White,5,3,0,3,2,NO,No
24304,69,A,White,1,0,0,1,0,POV,No
24305,65,SP,White,2,1,0,0,2,NO,No
24306,6,R,White,5,0,0,4,1,NO,No
24307,67,HW,Hispanic,4,2,0,3,1,NO,No
24308,70,HW,White,3,1,0,2,1,NO,No
24309,57,HW,White,4,2,0,3,1,POV,No
24310,14,A,Asian,1,0,0,1,0,POV,No
24311,65,R,White,5,0,0,3,2,NO,No
24312,22,AL_O,White,1,0,0,0,1,NO,No
24313,67,HW_O,Asian,2,0,2,2,0,NO,No
24314,61,R,White,6,0,0,1,5,NO,No
24315,61,SP,White,2,1,0,2,0,NO,No
24316,56,R,White,5,0,0,1,4,NO,No
24317,16,A,White,1,0,0,1,0,POV,No
24318,55,SP,White,3,2,0,1,2,NO,No
24319,59,A,White,1,0,0,1,0,NO,No
24320,16,HW_O,White,2,0,2,1,1,NO,No
24321,7,HW,Hispanic,3,1,0,2,1,NO,No
24322,60,A,Hispanic,1,0,0,0,1,NO,No
24323,10,Fam_O,White,3,0,1,1,2,NO,No
24324,1,HW,White,5,3,0,1,4,NO,No
24325,58,AL_O,White,1,0,0,0,1,NO,No
24326,66,A,White,1,0,0,1,0,NO,No
24327,14,HW,White,4,2,0,3,1,NO,No
24328,40,A,White,1,0,0,0,1,NO,No
24329,52,SP,White,3,2,0,0,3,NO,No
24330,24,R,White,2,0,0,2,0,NO,No
24331,2,SP,Black,3,2,0,1,2,NO,No
24332,56,A,White,1,0,0,0,1,NO,No
24333,19,AL_O,White,1,0,0,0,1,NO,No
24334,67,A,Asian,1,0,0,1,0,NO,No
24335,9,A,White,1,0,0,0,1,NO,No
24336,68,SP,Asian,5,4,0,2,3,NO,No
24337,54,A,White,1,0,0,0,1,NO,No
24338,26,A,Hispanic,1,0,0,1,0,NO,No
24339,57,A,Hispanic,1,0,0,0,1,POV,No
24340,56,HW,White,4,2,0,2,2,NO,No
24341,60,A,Black,1,0,0,0,1,NO,No
24342,2,A,White,1,0,0,0,1,NO,No
24343,70,R,White,3,0,0,2,1,POV,No
24344,64,R,Hispanic,6,0,0,2,4,NO,No
24345,3,A,Asian,1,0,0,0,1,NO,No
24346,55,SP,White,2,1,0,0,2,NO,No
24347,61,HW,White,4,2,0,1,3,NO,No
24348,18,SP,White,2,1,0,1,1,NO,Yes
24349,65,A,White,1,0,0,0,1,NO,No
24350,4,R,White,2,0,0,1,1,NO,No
24351,29,Fam_O,White,3,0,1,1,2,NO,No
24352,45,HW_O,White,2,0,2,1,1,NO,No
24353,3,HW,White,4,2,0,3,1,NO,No
24354,58,AL_O,Hispanic,1,0,0,0,1,NO,No
24355,69,A,Asian,1,0,0,0,1,POV,No
24356,70,A,White,1,0,0,0,1,POV,Yes
24357,61,SP,White,3,2,0,3,0,NO,No
24358,1,A,Asian,1,0,0,1,0,NO,No
24359,18,A,White,1,0,0,1,0,POV,No
24360,45,AL_O,White,1,0,0,0,1,NO,No
24361,26,HW,White,3,1,0,2,1,NO,No
24362,70,SP,White,2,1,0,1,1,NO,No
24363,51,SP,White,2,1,0,0,2,NO,No
24364,37,HW_O,White,2,0,2,2,0,POV,No
24365,69,A,Asian,1,0,0,0,1,POV,No
24366,64,AL_O,White,1,0,0,1,0,NO,No
24367,7,A,Hispanic,1,0,0,1,0,NO,No
24368,4,HW,White,4,2,0,1,3,NO,No
24369,70,HW,White,3,1,0,1,2,NO,No
24370,58,HW,Hispanic,3,1,0,1,2,NO,No
24371,37,HW,White,3,1,0,1,2,NO,No
24372,29,SP,White,3,2,0,1,2,NO,No
24373,61,HW_O,Multirace,2,0,2,2,0,NO,No
24374,58,R,Hispanic,6,0,0,4,2,NO,No
24375,30,HW,Black,3,1,0,2,1,NO,No
24376,34,HW_O,White,2,0,2,1,1,POV,No
24377,33,HW,White,3,1,0,1,2,NO,Yes
24378,67,R,Hispanic,3,0,0,2,1,NO,No
24379,16,AL_O,White,1,0,0,0,1,POV,No
24380,42,A,Hispanic,1,0,0,1,0,NO,No
24381,55,R,White,5,0,0,2,3,NO,No
24382,34,A,Black,1,0,0,0,1,NO,No
24383,11,HW,White,4,2,0,1,3,NO,No
24384,67,HW,Hispanic,4,2,0,1,3,NO,No
24385,25,A,Hispanic,1,0,0,1,0,NO,No
24386,27,A,Black,1,0,0,0,1,NO,No
24387,54,HW,White,3,1,0,1,2,NO,No
24388,58,SP,White,2,1,0,1,1,POV,No
24389,56,HW,White,4,2,0,3,1,POV,No
24390,9,HW,White,5,3,0,3,2,NO,No
24391,45,R,White,5,0,0,3,2,NO,No
24392,25,SP,Hispanic,2,1,0,2,0,NO,No
24393,1,HW,White,3,1,0,2,1,NO,No
24394,49,A,White,1,0,0,1,0,NO,No
24395,13,HW_O,White,2,0,2,0,2,NO,No
24396,2,SP,White,2,1,0,1,1,NO,No
24397,13,HW,White,3,1,0,2,1,NO,No
24398,50,AL_O,White,1,0,0,0,1,POV,No
24399,43,A,White,1,0,0,1,0,NO,No
24400,34,HW,White,3,1,0,1,2,NO,No
24401,3,A,White,1,0,0,1,0,NO,No
24402,9,SP,White,4,3,0,2,2,NO,No
24403,9,SP,Asian,3,2,0,2,1,NO,No
24404,38,HW_O,White,2,0,2,0,2,NO,No
24405,41,SP,White,3,2,0,0,3,POV,No
24406,6,SP,White,4,3,0,2,2,POV,No
24407,22,HW,White,3,1,0,2,1,NO,No
24408,58,HW_O,White,2,0,2,2,0,POV,No
24409,25,HW,White,3,1,0,1,2,NO,No
24410,67,HW_O,White,2,0,2,1,1,NO,No
24411,18,HW,White,5,3,0,3,2,POV,No
24412,37,A,White,1,0,0,1,0,NO,No
24413,9,HW,White,6,4,0,2,4,NO,No
24414,40,HW_O,White,2,0,2,1,1,POV,No
24415,6,AL_O,White,1,0,0,0,1,NO,No
24416,36,A,White,1,0,0,0,1,NO,No
24417,2,A,Asian,1,0,0,1,0,POV,No
24418,32,HW,White,4,2,0,2,2,NO,No
24419,62,SP,Hispanic,3,2,0,1,2,NO,No
24420,28,A,Hispanic,1,0,0,0,1,NO,Yes
24421,61,R,White,5,0,0,2,3,NO,No
24422,49,A,White,1,0,0,0,1,NO,Yes
24423,2,HW,Asian,3,1,0,1,2,POV,No
24424,13,SP,White,3,2,0,2,1,POV,No
24425,41,A,White,1,0,0,1,0,NO,No
24426,4,R,White,5,0,0,4,1,NO,No
24427,69,HW,White,5,3,0,4,1,NO,No
24428,3,A,Asian,1,0,0,1,0,NO,No
24429,56,SP,Black,3,2,0,1,2,POV,No
24430,11,A,White,1,0,0,0,1,NO,Yes
24431,19,SP,White,2,1,0,0,2,POV,No
24432,30,HW,Hispanic,5,3,0,3,2,POV,No
24433,3,Fam_O,Asian,3,0,1,1,2,NO,No
24434,13,A,White,1,0,0,0,1,NO,No
24435,1,A,White,1,0,0,1,0,NO,No
24436,8,A,White,1,0,0,1,0,NO,No
24437,10,SP,White,2,1,0,0,2,NO,No
24438,9,SP,White,3,2,0,1,2,NO,No
24439,30,Fam_O,Hispanic,3,0,1,2,1,POV,No
24440,64,SP,White,3,2,0,0,3,NO,No
24441,8,HW_O,White,2,0,2,1,1,NO,No
24442,43,A,White,1,0,0,1,0,NO,No
24443,1,HW,White,5,3,0,1,4,NO,No
24444,70,SP,White,2,1,0,1,1,NO,No
24445,52,SP,Multirace,3,2,0,1,2,NO,No
24446,63,AL_O,White,1,0,0,1,0,POV,No
24447,61,A,White,1,0,0,1,0,NO,No
24448,7,A,White,1,0,0,1,0,NO,No
24449,70,A,Asian,1,0,0,0,1,NO,No
24450,69,Fam_O,White,3,0,1,1,2,POV,No
24451,56,HW,White,3,1,0,1,2,NO,No
24452,43,R,White,4,0,0,3,1,NO,No
24453,27,AL_O,White,1,0,0,0,1,POV,No
24454,56,SP,White,3,2,0,2,1,NO,No
24455,28,HW,White,5,3,0,4,1,NO,No
24456,56,R,White,5,0,0,1,4,NO,No
24457,50,Fam_O,Amer Indian,3,0,1,2,1,NO,No
24458,67,SP,White,2,1,0,1,1,NO,No
24459,15,HW,White,4,2,0,1,3,POV,No
24460,70,A,White,1,0,0,1,0,POV,No
24461,51,SP,White,5,4,0,1,4,NO,No
24462,36,AL_O,White,1,0,0,1,0,NO,No
24463,59,A,White,1,0,0,1,0,NO,No
24464,1,HW_O,White,2,0,2,2,0,NO,No
24465,40,AL_O,White,1,0,0,1,0,NO,No
24466,3,SP,Asian,3,2,0,1,2,NO,No
24467,52,HW,White,4,2,0,3,1,NO,No
24468,70,SP,White,3,2,0,2,1,NO,No
24469,59,SP,White,4,3,0,2,2,NO,No
24470,65,A,White,1,0,0,1,0,NO,No
24471,13,AL_O,Asian,1,0,0,1,0,POV,No
24472,66,SP,White,2,1,0,1,1,NO,No
24473,23,A,White,1,0,0,0,1,NO,No
24474,14,SP,White,3,2,0,3,0,NO,No
24475,70,R,White,2,0,0,0,2,NO,No
24476,70,HW,Hispanic,4,2,0,2,2,NO,No
24477,35,HW,Hispanic,3,1,0,2,1,NO,No
24478,66,R,White,3,0,0,1,2,NO,No
24479,13,HW_O,Asian,2,0,2,1,1,NO,No
24480,66,HW_O,White,2,0,2,1,1,NO,No
24481,25,R,White,5,0,0,2,3,NO,No
24482,49,A,White,1,0,0,1,0,NO,No
24483,39,HW_O,White,2,0,2,2,0,POV,No
24484,65,SP,White,3,2,0,0,3,NO,No
24485,41,R,White,2,0,0,0,2,NO,No
24486,61,A,White,1,0,0,0,1,NO,No
24487,61,A,White,1,0,0,1,0,NO,No
24488,6,HW,Black,3,1,0,1,2,NO,No
24489,4,A,White,1,0,0,0,1,NO,No
24490,7,HW,White,4,2,0,3,1,NO,No
24491,22,A,White,1,0,0,1,0,NO,No
24492,14,SP,White,3,2,0,2,1,POV,No
24493,65,A,White,1,0,0,0,1,NO,No
24494,18,R,Asian,6,0,0,4,2,NO,No
24495,69,A,Asian,1,0,0,1,0,POV,No
24496,66,AL_O,White,1,0,0,1,0,NO,No
24497,68,A,White,1,0,0,1,0,NO,No
24498,67,HW,White,5,3,0,2,3,NO,No
24499,66,Fam_O,Hispanic,3,0,1,1,2,NO,No
24500,33,AL_O,White,1,0,0,1,0,NO,No
24501,55,SP,White,2,1,0,1,1,NO,No
24502,70,A,White,1,0,0,1,0,POV,No
24503,69,A,White,1,0,0,0,1,NO,No
24504,60,A,Hispanic,1,0,0,1,0,NO,No
24505,6,A,White,1,0,0,1,0,NO,No
24506,2,SP,Asian,3,2,0,1,2,NO,No
24507,54,AL_O,White,1,0,0,1,0,NO,No
24508,18,HW,Asian,3,1,0,2,1,NO,No
24509,59,HW,Black,3,1,0,1,2,NO,No
24510,66,SP,Hispanic,2,1,0,0,2,NO,No
24511,45,HW_O,White,2,0,2,2,0,NO,No
24512,66,A,Hispanic,1,0,0,1,0,NO,No
24513,45,AL_O,White,1,0,0,1,0,NO,No
24514,68,AL_O,White,1,0,0,0,1,NO,No
24515,3,SP,Asian,3,2,0,0,3,NO,No
24516,67,SP,Asian,4,3,0,1,3,NO,No
24517,66,AL_O,White,1,0,0,1,0,NO,No
24518,36,A,White,1,0,0,0,1,NO,No
24519,56,SP,White,2,1,0,2,0,NO,No
24520,69,A,White,1,0,0,0,1,POV,No
24521,32,A,White,1,0,0,0,1,NO,No
24522,70,A,White,1,0,0,0,1,NO,No
24523,66,HW_O,White,2,0,2,0,2,NO,No
24524,68,SP,White,2,1,0,2,0,POV,Yes
24525,59,A,White,1,0,0,1,0,NO,No
24526,59,R,White,5,0,0,2,3,NO,No
24527,1,HW,White,4,2,0,1,3,POV,No
24528,57,A,Hispanic,1,0,0,1,0,NO,No
24529,2,A,White,1,0,0,0,1,NO,No
24530,10,SP,Black,5,4,0,3,2,NO,Yes
24531,57,R,Hispanic,5,0,0,1,4,POV,No
24532,3,A,White,1,0,0,0,1,NO,No
24533,6,AL_O,White,1,0,0,0,1,POV,No
24534,54,A,White,1,0,0,1,0,NO,No
24535,15,A,White,1,0,0,1,0,POV,No
24536,52,HW_O,Multirace,2,0,2,1,1,NO,No
24537,60,SP,White,3,2,0,0,3,NO,No
24538,46,HW,White,4,2,0,2,2,NO,No
24539,47,SP,White,2,1,0,2,0,NO,No
24540,56,A,White,1,0,0,1,0,NO,No
24541,23,HW_O,White,2,0,2,0,2,NO,No
24542,2,AL_O,Asian,1,0,0,1,0,NO,No
24543,30,HW,White,4,2,0,2,2,NO,No
24544,64,HW_O,Hispanic,2,0,2,1,1,NO,No
24545,67,HW_O,Hispanic,2,0,2,1,1,POV,No
24546,34,R,White,5,0,0,1,4,NO,No
24547,13,A,White,1,0,0,0,1,POV,No
24548,2,HW,White,3,1,0,2,1,NO,No
24549,14,SP,Asian,2,1,0,1,1,NO,No
24550,4,A,Black,1,0,0,0,1,NO,No
24551,24,SP,White,4,3,0,1,3,NO,No
24552,52,A,Black,1,0,0,1,0,NO,No
24553,61,HW_O,White,2,0,2,1,1,NO,No
24554,16,R,White,6,0,0,3,3,NO,No
24555,68,SP,Asian,3,2,0,2,1,NO,No
24556,1,HW,White,3,1,0,1,2,POV,No
24557,12,HW,Asian,3,1,0,2,1,POV,No
24558,14,R,White,3,0,0,2,1,POV,No
24559,20,A,White,1,0,0,0,1,NO,No
24560,20,SP,White,4,3,0,4,0,NO,No
24561,4,HW,Asian,4,2,0,2,2,NO,No
24562,16,Fam_O,White,3,0,1,2,1,POV,Yes
24563,70,A,White,1,0,0,1,0,POV,No
24564,70,HW_O,White,2,0,2,2,0,POV,No
24565,65,HW,Hispanic,5,3,0,2,3,NO,No
24566,55,R,White,5,0,0,5,0,NO,No
24567,16,A,White,1,0,0,0,1,NO,No
24568,17,Fam_O,White,3,0,1,1,2,POV,No
24569,18,SP,Asian,3,2,0,1,2,POV,No
24570,10,HW,White,3,1,0,1,2,NO,No
24571,11,R,Black,5,0,0,2,3,NO,No
24572,22,A,Multirace,1,0,0,0,1,NO,No
24573,70,A,White,1,0,0,0,1,NO,No
