"Household_ID","Region","Income","Race","PubTrans"
21245,27,"NO","Black","No"
21246,24,"POV","Black","No"
21247,24,"NO","White","No"
21248,13,"POV","White","No"
21249,1,"NO","Asian","No"
21250,66,"NO","White","No"
21251,38,"NO","White","No"
21252,68,"NO","White","No"
21253,52,"NO","White","No"
21254,69,"POV","White","No"
21255,57,"POV","Hispanic","No"
21256,44,"NO","White","No"
21257,59,"NO","Black","No"
21258,26,"NO","White","No"
21259,48,"NO","White","No"
21260,45,"NO","White","No"
21261,10,"NO","White","No"
21262,28,"POV","White","No"
21263,4,"NO","White","No"
21264,16,"POV","White","No"
21265,39,"POV","White","No"
21266,22,"NO","White","No"
21267,2,"NO","Asian","No"
21268,49,"NO","White","No"
21269,26,"NO","White","No"
21270,56,"NO","Hispanic","No"
21271,29,"POV","White","No"
21272,18,"NO","Asian","Yes"
21273,45,"NO","White","No"
21274,1,"NO","White","No"
21275,18,"POV","White","No"
21276,66,"NO","Asian","No"
21277,36,"NO","White","No"
21278,68,"NO","White","No"
21279,1,"NO","White","No"
21280,26,"NO","White","No"
21281,11,"NO","Black","No"
21282,19,"NO","White","Yes"
21283,14,"NO","White","No"
21284,3,"POV","White","No"
21285,38,"NO","White","No"
21286,42,"NO","White","No"
21287,59,"NO","White","No"
21288,10,"NO","White","No"
21289,1,"NO","White","Yes"
21290,64,"NO","Hispanic","No"
21291,2,"NO","White","No"
21292,52,"NO","Hispanic","No"
21293,9,"NO","White","No"
21294,32,"NO","White","Yes"
21295,66,"NO","White","No"
21296,66,"NO","Asian","No"
21297,61,"NO","White","No"
21298,26,"NO","White","No"
21299,12,"NO","White","No"
21300,49,"NO","Black","No"
21301,62,"NO","White","No"
21302,57,"POV","White","No"
21303,18,"NO","White","No"
21304,1,"POV","White","No"
21305,45,"NO","White","No"
21306,41,"NO","Hispanic","No"
21307,60,"NO","White","No"
21308,22,"NO","Multirace","No"
21309,6,"NO","White","No"
21310,24,"NO","White","No"
21311,59,"NO","White","No"
21312,7,"NO","White","No"
21313,35,"NO","White","No"
21314,66,"NO","White","No"
21315,2,"POV","White","Yes"
21316,1,"NO","White","No"
21317,43,"NO","White","No"
21318,47,"POV","White","No"
21319,16,"NO","White","No"
21320,70,"NO","White","No"
21321,61,"NO","White","No"
21322,1,"NO","White","No"
21323,11,"NO","Black","No"
21324,2,"POV","White","No"
21325,6,"POV","White","No"
21326,58,"NO","Hispanic","No"
21327,10,"NO","White","No"
21328,1,"NO","White","No"
21329,27,"POV","White","Yes"
21330,14,"POV","White","No"
21331,7,"NO","White","No"
21332,55,"NO","White","No"
21333,46,"POV","White","No"
21334,17,"NO","White","No"
21335,48,"NO","White","No"
21336,37,"NO","White","No"
21337,32,"POV","White","No"
21338,31,"NO","Other","No"
21339,1,"POV","White","No"
21340,4,"NO","White","Yes"
21341,54,"NO","White","No"
21342,47,"NO","White","No"
21343,12,"POV","White","No"
21344,32,"NO","White","No"
21345,59,"POV","Hispanic","No"
21346,59,"NO","White","No"
21347,14,"NO","White","No"
21348,70,"NO","White","No"
21349,54,"NO","White","No"
21350,44,"NO","White","No"
21351,25,"NO","White","No"
21352,22,"NO","White","No"
21353,42,"NO","Asian","No"
21354,27,"POV","Black","No"
21355,56,"NO","Black","No"
21356,34,"NO","Black","No"
21357,6,"NO","Asian","No"
21358,64,"NO","White","No"
21359,24,"NO","White","No"
21360,17,"NO","White","No"
21361,21,"NO","White","No"
21362,33,"POV","Hispanic","No"
21363,25,"NO","White","No"
21364,9,"NO","White","No"
21365,2,"NO","White","No"
21366,66,"NO","White","No"
21367,1,"POV","White","No"
21368,22,"NO","White","No"
21369,66,"NO","White","No"
21370,66,"NO","White","No"
21371,18,"NO","White","No"
21372,30,"NO","White","No"
21373,63,"NO","White","No"
21374,63,"NO","Black","No"
21375,18,"POV","White","No"
21376,61,"NO","Asian","No"
21377,52,"NO","White","No"
21378,53,"NO","White","No"
21379,2,"POV","White","Yes"
21380,53,"NO","White","No"
21381,40,"NO","Hispanic","Yes"
21382,4,"NO","Black","Yes"
21383,70,"POV","Asian","No"
21384,32,"POV","Black","Yes"
21385,58,"NO","White","No"
21386,9,"POV","White","No"
21387,1,"NO","White","No"
21388,44,"NO","White","No"
21389,1,"POV","Asian","No"
21390,1,"NO","Asian","No"
21391,31,"NO","White","Yes"
21392,30,"NO","Hispanic","No"
21393,9,"NO","White","No"
21394,69,"POV","Asian","No"
21395,17,"POV","White","No"
21396,46,"NO","Multirace","No"
21397,4,"NO","Asian","No"
21398,26,"NO","Hispanic","No"
21399,39,"NO","White","No"
21400,39,"NO","Black","No"
21401,47,"NO","Hispanic","No"
21402,56,"NO","Multirace","No"
21403,16,"POV","Asian","No"
21404,56,"NO","White","Yes"
21405,59,"NO","White","No"
21406,29,"NO","White","No"
21407,4,"NO","White","No"
21408,57,"NO","White","No"
21409,2,"NO","White","No"
21410,58,"NO","Hispanic","No"
21411,60,"NO","Black","No"
21412,60,"POV","Other","No"
21413,22,"NO","White","No"
21414,1,"NO","White","No"
21415,13,"NO","White","No"
21416,54,"NO","White","No"
21417,48,"NO","White","No"
21418,18,"POV","White","No"
21419,30,"NO","White","No"
21420,24,"NO","White","No"
21421,37,"NO","White","No"
21422,48,"NO","Hispanic","No"
21423,1,"NO","White","No"
21424,26,"NO","White","No"
21425,9,"NO","White","No"
21426,23,"NO","White","No"
21427,67,"NO","Asian","No"
21428,66,"NO","White","No"
21429,69,"POV","White","No"
21430,29,"POV","White","No"
21431,3,"NO","Hispanic","No"
21432,59,"NO","White","No"
21433,47,"NO","Hispanic","No"
21434,70,"NO","White","No"
21435,61,"NO","Hispanic","No"
21436,61,"NO","White","No"
21437,34,"NO","White","No"
21438,64,"POV","Hispanic","No"
21439,1,"NO","Hispanic","No"
21440,64,"NO","Hispanic","No"
21441,50,"NO","White","No"
21442,36,"NO","White","No"
21443,20,"NO","Black","No"
21444,60,"NO","White","No"
21445,36,"NO","White","No"
21446,66,"NO","White","No"
21447,44,"NO","White","No"
21448,3,"NO","White","No"
21449,47,"NO","White","No"
21450,70,"POV","Black","Yes"
21451,57,"NO","Black","No"
21452,67,"NO","White","No"
21453,10,"NO","Multirace","No"
21454,57,"NO","White","No"
21455,67,"NO","White","No"
21456,45,"NO","White","No"
21457,2,"POV","White","No"
21458,70,"NO","White","No"
21459,65,"NO","White","No"
21460,56,"NO","White","No"
21461,69,"NO","White","No"
21462,9,"NO","White","Yes"
21463,25,"NO","White","No"
21464,60,"NO","White","Yes"
21465,47,"NO","Hispanic","No"
21466,13,"POV","White","No"
21467,23,"NO","White","No"
21468,70,"NO","White","Yes"
21469,42,"NO","White","No"
21470,14,"NO","White","No"
21471,3,"NO","White","No"
21472,47,"POV","White","No"
21473,8,"NO","White","No"
21474,17,"POV","White","No"
21475,22,"NO","White","No"
21476,66,"NO","White","No"
21477,20,"NO","White","No"
21478,39,"POV","White","No"
21479,70,"NO","White","No"
21480,51,"NO","White","No"
21481,58,"POV","White","No"
21482,4,"NO","White","Yes"
21483,16,"POV","Asian","No"
21484,50,"NO","Hispanic","No"
21485,70,"NO","White","No"
21486,70,"NO","Asian","No"
21487,67,"NO","White","No"
21488,26,"NO","White","Yes"
21489,6,"NO","White","No"
21490,23,"NO","White","No"
21491,42,"NO","White","No"
21492,15,"POV","White","No"
21493,70,"NO","Asian","No"
21494,12,"NO","White","No"
21495,47,"NO","White","No"
21496,67,"NO","White","No"
21497,61,"POV","White","No"
21498,4,"NO","White","No"
21499,46,"POV","White","No"
21500,59,"NO","White","No"
21501,26,"NO","White","No"
21502,70,"NO","White","No"
21503,67,"NO","White","No"
21504,12,"POV","Asian","No"
21505,16,"NO","White","No"
21506,2,"NO","Hispanic","No"
21507,1,"NO","White","No"
21508,1,"POV","White","No"
21509,65,"NO","White","No"
21510,20,"NO","White","No"
21511,3,"POV","White","No"
21512,59,"NO","White","No"
21513,61,"NO","White","No"
21514,42,"NO","White","Yes"
21515,69,"POV","White","No"
21516,1,"POV","White","No"
21517,11,"NO","White","No"
21518,28,"NO","White","No"
21519,2,"POV","Asian","No"
21520,40,"NO","White","No"
21521,66,"NO","White","No"
21522,14,"POV","White","No"
21523,66,"NO","White","No"
21524,53,"NO","White","No"
21525,66,"NO","Hispanic","No"
21526,6,"NO","Hispanic","No"
21527,54,"NO","White","No"
21528,22,"NO","White","No"
21529,30,"NO","White","No"
21530,1,"NO","White","Yes"
21531,16,"POV","White","Yes"
21532,8,"NO","White","No"
21533,68,"NO","White","No"
21534,61,"NO","White","No"
21535,70,"NO","White","No"
21536,70,"NO","White","Yes"
21537,13,"NO","White","No"
21538,53,"NO","White","No"
21539,1,"NO","White","No"
21540,66,"NO","White","No"
21541,9,"POV","Black","No"
21542,10,"NO","Asian","No"
21543,32,"NO","Hispanic","No"
21544,18,"POV","White","No"
21545,4,"POV","Black","No"
21546,38,"NO","White","No"
21547,16,"POV","White","No"
21548,18,"POV","White","No"
21549,40,"POV","White","No"
21550,65,"NO","White","No"
21551,66,"NO","White","No"
21552,40,"NO","Hispanic","No"
21553,16,"POV","White","Yes"
21554,69,"NO","White","Yes"
21555,38,"NO","White","Yes"
21556,16,"POV","White","No"
21557,48,"NO","White","No"
21558,28,"NO","White","No"
21559,21,"NO","White","No"
21560,34,"NO","Black","No"
21561,18,"POV","White","Yes"
21562,59,"NO","White","No"
21563,56,"POV","White","No"
21564,29,"NO","White","No"
21565,70,"NO","White","Yes"
21566,24,"NO","White","No"
21567,68,"NO","Asian","No"
21568,67,"NO","White","No"
21569,1,"NO","White","No"
21570,18,"POV","White","No"
21571,2,"NO","White","No"
21572,69,"POV","Hispanic","No"
21573,48,"NO","White","No"
21574,3,"NO","Asian","No"
21575,28,"NO","White","No"
21576,14,"POV","White","No"
21577,55,"NO","White","No"
21578,30,"NO","White","No"
21579,6,"NO","Black","No"
21580,7,"NO","White","No"
21581,18,"POV","White","No"
21582,36,"NO","White","No"
21583,6,"POV","White","No"
21584,43,"NO","White","No"
21585,1,"POV","White","No"
21586,65,"NO","White","No"
21587,54,"NO","White","No"
21588,23,"NO","White","No"
21589,42,"NO","White","No"
21590,31,"POV","Other","No"
21591,21,"NO","White","No"
21592,29,"NO","White","No"
21593,18,"POV","White","No"
21594,67,"NO","Hispanic","No"
21595,3,"NO","White","No"
21596,45,"NO","White","No"
21597,56,"NO","Black","No"
21598,32,"NO","White","No"
21599,13,"POV","Asian","No"
21600,65,"NO","White","No"
21601,66,"NO","White","No"
21602,1,"NO","White","No"
21603,61,"NO","White","No"
21604,16,"POV","Asian","Yes"
21605,1,"NO","White","No"
21606,13,"POV","White","No"
21607,32,"NO","White","Yes"
21608,18,"NO","White","No"
21609,51,"NO","White","No"
21610,16,"NO","White","No"
21611,70,"NO","White","No"
21612,58,"NO","Hispanic","No"
21613,17,"NO","Asian","No"
21614,38,"NO","White","No"
21615,66,"NO","White","No"
21616,13,"POV","White","No"
21617,13,"POV","White","No"
21618,59,"NO","White","No"
21619,16,"NO","Asian","No"
21620,14,"POV","White","No"
21621,13,"POV","White","No"
21622,1,"NO","White","No"
21623,70,"POV","Asian","No"
21624,48,"NO","White","No"
21625,65,"NO","White","No"
21626,46,"NO","White","No"
21627,63,"NO","White","No"
21628,27,"NO","Black","Yes"
21629,51,"NO","White","Yes"
21630,37,"POV","White","No"
21631,59,"NO","White","No"
21632,1,"NO","Asian","No"
21633,9,"NO","White","No"
21634,19,"NO","White","No"
21635,21,"NO","White","No"
21636,62,"NO","White","No"
21637,12,"POV","White","No"
21638,59,"NO","White","No"
21639,70,"NO","White","No"
21640,69,"POV","White","No"
21641,26,"NO","White","No"
21642,18,"NO","White","No"
21643,63,"NO","Black","No"
21644,43,"NO","White","No"
21645,16,"POV","White","No"
21646,67,"NO","Asian","No"
21647,27,"NO","Asian","No"
21648,4,"NO","Asian","No"
21649,70,"NO","White","No"
21650,53,"NO","White","No"
21651,15,"POV","White","No"
21652,3,"NO","White","No"
21653,70,"POV","White","No"
21654,39,"NO","White","No"
21655,36,"NO","White","No"
21656,66,"NO","Hispanic","No"
21657,43,"NO","White","No"
21658,59,"NO","White","No"
21659,66,"NO","Asian","No"
21660,67,"NO","White","No"
21661,17,"NO","White","No"
21662,67,"NO","Hispanic","No"
21663,26,"NO","Hispanic","No"
21664,48,"NO","White","No"
21665,65,"NO","White","No"
21666,68,"NO","White","No"
21667,59,"POV","White","No"
21668,37,"NO","White","No"
21669,3,"NO","White","No"
21670,32,"POV","White","No"
21671,1,"NO","White","No"
21672,56,"NO","White","No"
21673,15,"POV","White","No"
21674,3,"POV","White","No"
21675,1,"NO","White","No"
21676,35,"NO","White","No"
21677,51,"NO","White","No"
21678,54,"NO","White","No"
21679,70,"NO","White","No"
21680,67,"NO","White","No"
21681,8,"NO","Asian","No"
21682,29,"NO","Black","No"
21683,15,"POV","White","No"
21684,59,"NO","White","No"
21685,69,"POV","White","No"
21686,16,"POV","Asian","No"
21687,28,"NO","White","No"
21688,56,"NO","White","No"
21689,61,"POV","White","No"
21690,69,"POV","White","No"
21691,61,"NO","White","No"
21692,47,"NO","Hispanic","No"
21693,62,"NO","White","No"
21694,59,"NO","White","No"
21695,9,"NO","White","No"
21696,51,"NO","White","No"
21697,1,"NO","Asian","No"
21698,29,"NO","White","No"
21699,4,"NO","White","No"
21700,4,"NO","White","No"
21701,69,"POV","White","Yes"
21702,25,"NO","Hispanic","No"
21703,67,"NO","White","No"
21704,27,"POV","White","Yes"
21705,57,"POV","White","No"
21706,67,"NO","Hispanic","No"
21707,62,"NO","White","No"
21708,53,"NO","White","No"
21709,32,"NO","White","No"
21710,70,"NO","White","No"
21711,24,"NO","White","No"
21712,4,"NO","White","No"
21713,46,"NO","White","No"
21714,29,"POV","White","No"
21715,66,"NO","White","No"
21716,67,"NO","White","No"
21717,25,"NO","White","No"
21718,1,"NO","Asian","No"
21719,67,"NO","White","No"
21720,66,"NO","White","No"
21721,61,"NO","White","No"
21722,1,"NO","Asian","No"
21723,39,"POV","White","No"
21724,9,"NO","White","No"
21725,67,"NO","White","No"
21726,7,"NO","White","No"
21727,59,"NO","Black","No"
21728,13,"NO","White","No"
21729,56,"NO","White","No"
21730,42,"POV","White","No"
21731,19,"NO","White","No"
21732,22,"NO","Multirace","No"
21733,56,"NO","White","No"
21734,1,"POV","White","No"
21735,3,"NO","White","No"
21736,48,"NO","White","No"
21737,54,"NO","White","No"
21738,41,"NO","White","No"
21739,19,"NO","White","No"
21740,59,"NO","Black","No"
21741,70,"NO","White","No"
21742,70,"NO","White","No"
21743,14,"POV","White","No"
21744,27,"NO","White","No"
21745,9,"NO","White","No"
21746,14,"POV","Black","No"
21747,56,"NO","White","No"
21748,21,"NO","White","No"
21749,70,"NO","White","No"
21750,47,"NO","White","No"
21751,16,"POV","White","No"
21752,69,"POV","Asian","No"
21753,18,"POV","Asian","No"
21754,11,"NO","White","No"
21755,61,"NO","White","No"
21756,42,"NO","White","No"
21757,47,"NO","White","No"
21758,33,"NO","Hispanic","No"
21759,13,"POV","White","No"
21760,67,"NO","Asian","No"
21761,59,"POV","White","No"
21762,4,"NO","White","No"
21763,38,"NO","White","No"
21764,61,"NO","White","No"
21765,70,"NO","White","No"
21766,14,"NO","White","No"
21767,16,"POV","White","No"
21768,66,"NO","White","No"
21769,40,"NO","Hispanic","No"
21770,66,"NO","White","No"
21771,45,"NO","White","Yes"
21772,70,"NO","White","No"
21773,67,"NO","White","No"
21774,25,"NO","White","No"
21775,60,"NO","White","No"
21776,1,"NO","Asian","Yes"
21777,55,"NO","White","No"
21778,42,"NO","Black","No"
21779,47,"NO","White","No"
21780,70,"NO","White","No"
21781,69,"POV","White","No"
21782,63,"POV","Asian","No"
21783,32,"POV","White","No"
21784,6,"NO","White","Yes"
21785,16,"NO","White","No"
21786,60,"NO","White","No"
21787,28,"POV","Asian","No"
21788,1,"NO","White","No"
21789,57,"NO","White","No"
21790,70,"NO","White","No"
21791,60,"NO","White","No"
21792,14,"POV","White","No"
21793,35,"NO","White","No"
21794,64,"NO","White","No"
21795,29,"POV","White","No"
21796,22,"NO","White","No"
21797,1,"NO","White","No"
21798,18,"POV","White","No"
21799,30,"NO","White","No"
21800,8,"POV","White","No"
21801,3,"NO","Hispanic","No"
21802,70,"NO","White","Yes"
21803,13,"NO","White","No"
21804,58,"NO","White","No"
21805,59,"NO","Hispanic","No"
21806,4,"NO","White","No"
21807,40,"NO","White","No"
21808,59,"NO","White","No"
21809,66,"NO","White","No"
21810,14,"POV","White","No"
21811,46,"NO","White","No"
21812,46,"NO","White","No"
21813,69,"NO","Asian","No"
21814,30,"POV","White","No"
21815,39,"NO","White","No"
21816,1,"NO","White","No"
21817,66,"NO","Asian","No"
21818,61,"NO","Multirace","No"
21819,57,"NO","Hispanic","No"
21820,4,"NO","White","No"
21821,6,"POV","White","No"
21822,70,"NO","White","No"
21823,23,"NO","White","No"
21824,55,"NO","White","No"
21825,44,"NO","White","No"
21826,22,"NO","Hispanic","No"
21827,22,"NO","White","No"
21828,3,"NO","White","No"
21829,52,"NO","White","No"
21830,55,"NO","Amer Indian","No"
21831,40,"POV","Asian","No"
21832,66,"NO","White","No"
21833,70,"NO","White","No"
21834,70,"NO","White","Yes"
21835,50,"NO","White","No"
21836,68,"NO","White","No"
21837,67,"NO","White","No"
21838,26,"NO","Hispanic","No"
21839,40,"NO","White","No"
21840,32,"POV","White","No"
21841,70,"POV","White","No"
21842,70,"NO","White","No"
21843,33,"NO","White","No"
21844,70,"NO","White","No"
21845,16,"POV","White","No"
21846,25,"NO","White","No"
21847,14,"NO","Asian","No"
21848,31,"POV","White","Yes"
21849,44,"NO","White","No"
21850,19,"NO","Black","No"
21851,1,"NO","White","No"
21852,27,"NO","White","No"
21853,22,"NO","White","No"
21854,40,"NO","White","No"
21855,29,"POV","White","No"
21856,54,"POV","White","No"
21857,52,"NO","White","Yes"
21858,24,"NO","White","No"
21859,66,"NO","White","No"
21860,32,"NO","White","No"
21861,42,"NO","White","No"
21862,70,"NO","White","No"
21863,6,"NO","White","No"
21864,59,"NO","White","No"
21865,15,"POV","Asian","No"
21866,33,"NO","White","No"
21867,21,"NO","White","No"
21868,6,"POV","Hispanic","No"
21869,59,"NO","White","No"
21870,70,"NO","White","No"
21871,19,"NO","White","No"
21872,67,"POV","White","No"
21873,70,"POV","White","No"
21874,19,"NO","White","Yes"
21875,14,"POV","Asian","No"
21876,61,"NO","White","No"
21877,67,"NO","White","No"
21878,4,"NO","White","No"
21879,60,"NO","White","No"
21880,70,"NO","Multirace","No"
21881,18,"POV","Asian","No"
21882,16,"POV","White","Yes"
21883,59,"NO","White","No"
21884,56,"NO","White","No"
21885,38,"NO","White","No"
21886,47,"POV","White","No"
21887,47,"NO","White","No"
21888,26,"NO","White","No"
21889,70,"POV","White","No"
21890,70,"NO","Asian","No"
21891,18,"POV","Asian","No"
21892,11,"NO","Black","No"
21893,38,"NO","White","No"
21894,36,"POV","White","No"
21895,18,"POV","White","No"
21896,7,"NO","White","No"
21897,56,"NO","White","No"
21898,6,"POV","White","No"
21899,27,"NO","Asian","No"
21900,22,"NO","White","No"
21901,3,"NO","White","No"
21902,1,"NO","White","No"
21903,61,"NO","White","No"
21904,56,"NO","White","No"
21905,60,"NO","Hispanic","No"
21906,44,"NO","White","Yes"
21907,66,"NO","White","No"
21908,37,"POV","White","No"
21909,14,"NO","White","No"
21910,37,"NO","White","No"
21911,59,"NO","White","No"
21912,9,"NO","Asian","Yes"
21913,66,"NO","White","No"
21914,51,"NO","White","No"
21915,60,"NO","Hispanic","No"
21916,55,"NO","White","No"
21917,61,"NO","White","No"
21918,43,"NO","White","No"
21919,27,"NO","White","No"
21920,30,"NO","White","No"
21921,38,"POV","Asian","No"
21922,22,"NO","White","No"
21923,56,"POV","White","No"
21924,61,"NO","White","No"
21925,48,"NO","White","No"
21926,40,"NO","White","No"
21927,59,"NO","White","No"
21928,18,"POV","White","No"
21929,68,"NO","White","No"
21930,15,"POV","White","No"
21931,8,"NO","White","No"
21932,60,"NO","White","No"
21933,60,"NO","Black","No"
21934,67,"NO","Asian","No"
21935,18,"POV","Black","No"
21936,43,"NO","White","No"
21937,10,"NO","White","No"
21938,3,"NO","White","No"
21939,16,"POV","White","No"
21940,11,"NO","Asian","No"
21941,59,"NO","White","No"
21942,52,"NO","Hispanic","No"
21943,9,"NO","White","No"
21944,55,"NO","White","No"
21945,56,"NO","Hispanic","No"
21946,59,"NO","Black","No"
21947,28,"NO","Black","No"
21948,66,"NO","White","No"
21949,43,"NO","White","No"
21950,29,"NO","White","No"
21951,22,"NO","Black","No"
21952,12,"POV","White","No"
21953,18,"POV","White","No"
21954,30,"NO","White","No"
21955,18,"POV","White","No"
21956,31,"NO","White","No"
21957,19,"NO","Black","No"
21958,33,"NO","Black","Yes"
21959,57,"POV","Black","No"
21960,60,"NO","White","No"
21961,70,"NO","White","No"
21962,3,"NO","Black","No"
21963,9,"NO","White","No"
21964,28,"NO","Hispanic","No"
21965,36,"POV","White","No"
21966,1,"NO","White","No"
21967,48,"NO","White","No"
21968,29,"NO","White","No"
21969,22,"NO","White","No"
21970,23,"NO","Hispanic","No"
21971,61,"NO","White","No"
21972,35,"NO","White","No"
21973,18,"POV","Asian","No"
21974,36,"NO","White","No"
21975,63,"NO","Black","No"
21976,61,"NO","White","No"
21977,16,"POV","White","No"
21978,33,"NO","White","No"
21979,53,"NO","White","No"
21980,2,"NO","White","No"
21981,66,"NO","White","No"
21982,1,"NO","White","Yes"
21983,1,"NO","White","No"
21984,59,"NO","White","No"
21985,42,"NO","White","No"
21986,25,"NO","Hispanic","No"
21987,63,"NO","White","No"
21988,18,"POV","White","No"
21989,8,"NO","White","No"
21990,69,"POV","White","No"
21991,56,"NO","White","No"
21992,22,"NO","White","No"
21993,56,"POV","White","No"
21994,56,"NO","White","No"
21995,20,"NO","White","No"
21996,57,"POV","Hispanic","No"
21997,61,"NO","White","No"
21998,20,"NO","White","No"
21999,12,"NO","White","No"
22000,43,"NO","White","No"
22001,42,"NO","White","No"
22002,13,"POV","Hispanic","No"
22003,51,"NO","White","No"
22004,57,"NO","White","No"
22005,25,"NO","White","No"
22006,41,"NO","White","No"
22007,26,"NO","Hispanic","No"
22008,56,"NO","White","No"
22009,17,"POV","Hispanic","No"
22010,41,"POV","White","No"
22011,53,"NO","White","No"
22012,35,"NO","White","No"
22013,54,"NO","White","No"
22014,56,"NO","Black","No"
22015,22,"NO","Hispanic","No"
22016,34,"NO","White","No"
22017,66,"NO","Asian","No"
22018,63,"NO","White","No"
22019,38,"NO","White","No"
22020,25,"NO","White","No"
22021,30,"NO","White","No"
22022,30,"NO","Hispanic","No"
22023,59,"NO","Black","No"
22024,12,"NO","White","No"
22025,40,"NO","White","No"
22026,45,"NO","White","No"
22027,70,"NO","White","No"
22028,15,"POV","White","No"
22029,13,"NO","White","Yes"
22030,30,"NO","Hispanic","No"
22031,37,"NO","Hispanic","No"
22032,58,"NO","White","No"
22033,47,"NO","White","No"
22034,58,"NO","White","No"
22035,3,"NO","Asian","No"
22036,42,"POV","White","No"
22037,28,"NO","Black","No"
22038,43,"NO","White","No"
22039,56,"NO","White","No"
22040,46,"NO","White","No"
22041,13,"POV","White","No"
22042,26,"POV","Hispanic","No"
22043,70,"POV","White","No"
22044,67,"NO","White","No"
22045,10,"POV","Asian","Yes"
22046,13,"POV","Asian","No"
22047,16,"POV","Black","No"
22048,46,"NO","White","No"
22049,16,"POV","Asian","No"
22050,60,"NO","White","No"
22051,60,"NO","White","No"
22052,61,"NO","White","No"
22053,50,"NO","White","No"
22054,39,"NO","White","No"
22055,51,"NO","White","No"
22056,37,"POV","White","No"
22057,10,"NO","Multirace","No"
22058,61,"NO","White","No"
22059,48,"NO","White","No"
22060,69,"POV","White","No"
22061,39,"POV","Black","No"
22062,43,"POV","White","No"
22063,29,"NO","White","No"
22064,16,"POV","White","No"
22065,22,"NO","White","No"
22066,2,"NO","Black","No"
22067,56,"NO","White","No"
22068,57,"NO","White","No"
22069,25,"NO","White","No"
22070,56,"POV","White","No"
22071,27,"NO","White","No"
22072,60,"NO","White","No"
22073,1,"NO","White","No"
22074,40,"NO","White","No"
22075,57,"NO","Hispanic","No"
22076,63,"NO","Asian","No"
22077,48,"NO","Amer Indian","No"
22078,30,"NO","White","No"
22079,50,"NO","White","No"
22080,18,"POV","White","No"
22081,64,"NO","Hispanic","No"
22082,65,"NO","White","No"
22083,18,"POV","White","No"
22084,34,"NO","White","No"
22085,32,"NO","Black","No"
22086,13,"NO","White","No"
22087,29,"NO","Black","No"
22088,18,"POV","Hispanic","No"
22089,1,"NO","White","No"
22090,68,"NO","White","No"
22091,4,"NO","White","Yes"
22092,69,"POV","Asian","No"
22093,3,"NO","White","No"
22094,40,"NO","White","No"
22095,56,"NO","White","No"
22096,22,"NO","Hispanic","No"
22097,13,"NO","Asian","No"
22098,70,"POV","Asian","No"
22099,61,"NO","White","No"
22100,30,"NO","Black","No"
22101,63,"NO","White","No"
22102,8,"NO","White","No"
22103,13,"NO","White","Yes"
22104,44,"NO","White","No"
22105,48,"NO","White","No"
22106,31,"NO","White","Yes"
22107,3,"NO","White","No"
22108,11,"NO","White","No"
22109,45,"NO","White","No"
22110,69,"POV","Asian","Yes"
22111,56,"NO","Hispanic","No"
22112,65,"NO","White","No"
22113,17,"POV","Asian","No"
22114,39,"NO","White","No"
22115,33,"NO","White","No"
22116,61,"NO","White","No"
22117,18,"POV","White","No"
22118,13,"POV","White","No"
22119,56,"NO","White","No"
22120,59,"NO","White","No"
22121,3,"NO","White","No"
22122,17,"POV","Black","No"
22123,53,"NO","White","No"
22124,30,"NO","Black","No"
22125,70,"NO","White","Yes"
22126,69,"NO","White","Yes"
22127,29,"POV","White","No"
22128,42,"NO","Hispanic","No"
22129,8,"POV","White","No"
22130,66,"NO","White","No"
22131,66,"NO","White","No"
22132,2,"NO","White","No"
22133,70,"NO","White","No"
22134,13,"POV","White","No"
22135,45,"NO","White","No"
22136,40,"NO","Hispanic","No"
22137,61,"NO","White","No"
22138,40,"NO","White","No"
22139,37,"NO","Hispanic","No"
22140,16,"POV","Asian","No"
22141,15,"NO","White","No"
22142,70,"POV","Black","No"
22143,67,"NO","Black","No"
22144,41,"NO","Asian","No"
22145,14,"POV","White","No"
22146,42,"NO","White","No"
22147,69,"POV","Asian","Yes"
22148,27,"NO","White","No"
22149,25,"NO","White","No"
22150,56,"NO","White","No"
22151,63,"NO","White","No"
22152,64,"NO","White","No"
22153,53,"NO","White","No"
22154,67,"NO","White","No"
22155,35,"NO","White","No"
22156,42,"NO","White","No"
22157,4,"NO","White","No"
22158,30,"NO","Hispanic","No"
22159,3,"NO","White","No"
22160,60,"NO","White","Yes"
22161,26,"NO","Hispanic","No"
22162,22,"NO","White","No"
22163,16,"POV","White","No"
22164,3,"NO","White","No"
22165,10,"NO","White","No"
22166,58,"NO","Hispanic","No"
22167,1,"NO","White","No"
22168,58,"NO","White","No"
22169,66,"NO","White","No"
22170,21,"NO","White","No"
22171,53,"POV","White","No"
22172,50,"NO","White","No"
22173,70,"NO","White","No"
22174,67,"NO","Hispanic","No"
22175,66,"NO","White","No"
22176,70,"NO","White","No"
22177,55,"NO","White","No"
22178,38,"NO","White","No"
22179,61,"NO","White","No"
22180,25,"NO","White","No"
22181,2,"NO","White","No"
22182,10,"POV","Multirace","No"
22183,56,"NO","White","No"
22184,66,"NO","White","No"
22185,63,"NO","White","No"
22186,3,"NO","White","No"
22187,56,"NO","White","No"
22188,66,"NO","White","No"
22189,1,"NO","White","Yes"
22190,2,"POV","White","No"
22191,48,"NO","Black","No"
22192,45,"NO","White","No"
22193,54,"NO","Hispanic","No"
22194,57,"NO","Black","No"
22195,70,"POV","White","No"
